IdRegional;Municipio
7247;0 - SAN BERNARDO - NARINO
7248;0 - SAN BERNARDO - SANTANDER
7249;29122 - SAN BERNARDO - TOLIMA
7250;30159 - SAN BERNARDO - VALLE DEL CAUCA
7251;21114 - SAN BERNARDO  - NARINO
7252;0 - SAN BERNARDO DE BATA - NORTE DE SANTANDER
7253;0 - SAN BERNARDO DE LOS FARALLONES - ANTIOQUIA
7254;13061 - SAN BERNARDO DEL VIENTO - CORDOBA
7255;0 - SAN BLAS - BOLIVAR
7256;0 - SAN BLAS DE JUNIN - CORDOBA
7257;0 - SAN BOSCO - NARINO
7258;0 - SAN BUENAVENTURA - NARINO
7259;0 - SAN CALIXTO - HUILA
7260;22078 - SAN CALIXTO - NORTE DE SANTANDER
7261;2106 - SAN CARLOS - ANTIOQUIA
7262;5175 - SAN CARLOS - BOLIVAR
7263;0 - SAN CARLOS - BOYACA
7264;10101 - SAN CARLOS - CAUCA
7265;13062 - SAN CARLOS - CORDOBA
7266;13068 - SAN CARLOS - CORDOBA
7267;14194 - SAN CARLOS - CUNDINAMARCA
7268;0 - SAN CARLOS - NARINO
7269;0 - SAN CARLOS - PUTUMAYO
7270;25026 - SAN CARLOS - RISARALDA
7271;20028 - SAN CARLOS DE GUAROA - META
7272;5149 - SAN CAYETANO - BOLIVAR
7273;0 - SAN CAYETANO - BOYACA
7274;14116 - SAN CAYETANO - CUNDINAMARCA
7275;22079 - SAN CAYETANO - NORTE DE SANTANDER
7276;0 - SAN CAYETANO - SUCRE
7277;0 - SAN CIPRIANO - VALLE DEL CAUCA
7278;0 - SAN CLAVER - SANTANDER
7279;0 - SAN CLEMENTE - NARINO
7280;25027 - SAN CLEMENTE - RISARALDA
7281;2171 - SAN CRISTOBAL - ANTIOQUIA
7282;0 - SAN CRISTOBAL - BOLIVAR
7283;0 - SAN CRISTOBAL - CHOCO
7284;5088 - SAN CRISTOBAL  - BOLIVAR
7285;7063 - SAN DANIEL - CALDAS
7286;7064 - SAN DIEGO - CALDAS
7287;11056 - SAN DIEGO - CESAR
7288;2194 - SAN DIEGO (PLACITA) - ANTIOQUIA
7289;6104 - SAN EDUARDO - BOYACA
7290;0 - SAN EDUARDO - MAGDALENA
7291;5052 - SAN ESTANISLAO - BOLIVAR
7292;0 - SAN ESTANISLAO DE KOSTKA - BOLIVAR
7293;0 - SAN ESTEBAN - ANTIOQUIA
7294;22080 - SAN FAUSTINO - NORTE DE SANTANDER
7295;0 - SAN FELIPE - GUAINIA
7296;0 - SAN FELIPE - MAGDALENA
7297;0 - SAN FELIPE - NARINO
7298;0 - SAN FELIPE - SAN ANDRES Y PROVIDENCIA
7299;0 - SAN FELIPE - SUCRE
7300;0 - SAN FELIPE - TOLIMA
7301;15003 - SAN FELIPE (Cor. Departamental) - GUAINIA
7302;0 - SAN FELIX - ANTIOQUIA
7303;7065 - SAN FELIX - CALDAS
7304;5053 - SAN FERNANDO - BOLIVAR
7305;0 - SAN FERNANDO - CAUCA
7306;19082 - SAN FERNANDO - MAGDALENA
7307;21115 - SAN FERNANDO - NARINO
7308;0 - SAN FERNANDO - PUTUMAYO
7309;0 - SAN FERNANDO - SANTANDER
7310;29124 - SAN FERNANDO - TOLIMA
7311;0 - SAN FERNANDO - VALLE DEL CAUCA
7312;0 - SAN FORTUNATO SECTOR LOS ZORROS - CUNDINAMARCA
7313;0 - SAN FRANCISCO - AMAZONAS
7314;2159 - SAN FRANCISCO - ANTIOQUIA
7315;0 - SAN FRANCISCO - ARAUCA
7316;0 - SAN FRANCISCO - BOLIVAR
7317;0 - SAN FRANCISCO - BOYACA
7318;10102 - SAN FRANCISCO - CAUCA
7319;0 - SAN FRANCISCO - CHOCO
7320;0 - SAN FRANCISCO - CORDOBA
7321;14117 - SAN FRANCISCO - CUNDINAMARCA
7322;0 - SAN FRANCISCO - GUAVIARE
7323;18091 - SAN FRANCISCO - HUILA
7324;20044 - SAN FRANCISCO - META
7325;21116 - SAN FRANCISCO - NARINO
7326;23007 - SAN FRANCISCO - PUTUMAYO
7327;0 - SAN FRANCISCO - SANTANDER
7328;0 - SAN FRANCISCO - SUCRE
7329;0 - SAN FRANCISCO - TOLIMA
7330;30160 - SAN FRANCISCO - VALLE DEL CAUCA
7331;10103 - SAN FRANCISCO - TORIBIO - CAUCA
7332;0 - SAN FRANCISCO (EL LLANITO) - VALLE DEL CAUCA
7333;5105 - SAN FRANCISCO (SOLABANDA) - BOLIVAR
7334;0 - SAN FRANCISCO ADENTRO - CAUCA
7335;0 - SAN FRANCISCO ALTO - NARINO
7336;0 - SAN FRANCISCO DE ASIS - CESAR
7337;0 - SAN FRANCISCO DE CUGUCHO - CHOCO
7338;0 - SAN FRANCISCO DE ICHO - CHOCO
7339;0 - SAN FRANCISCO DE LOBA - BOLIVAR
7340;0 - SAN FRANCISCO DE NAYA - VALLE DEL CAUCA
7341;0 - SAN FRANCISCO DE QUIBDO - CHOCO
7342;0 - SAN FRANCISCO DE TAIJA - NARINO
7343;0 - SAN FRANCISCO DEL RAYO - CORDOBA
7344;0 - SAN FRANCISCO JAVIER - VALLE DEL CAUCA
7345;0 - SAN FRANCISCO SINAI - NARINO
7346;14199 - SAN GABRIEL - CUNDINAMARCA
7347;0 - SAN GABRIEL - NARINO
7348;0 - SAN GERARDO - HUILA
7349;21117 - SAN GERARDO - NARINO
7350;27232 - SAN GIL - SANTANDER
7351;0 - SAN GUILLERMO - CAQUETA
7352;0 - SAN IGNACIO - ARAUCA
7353;0 - SAN IGNACIO - BOLIVAR
7354;0 - SAN IGNACIO - CAUCA
7355;0 - SAN IGNACIO - META
7356;0 - SAN IGNACIO - NARINO
7357;0 - SAN IGNACIO CARUTAL - META
7358;27233 - SAN IGNACIO DEL OPON - SANTANDER
7359;0 - SAN IGRIDERO - ARAUCA
7360;0 - SAN ISIDRO - ANTIOQUIA
7361;0 - SAN ISIDRO - BOLIVAR
7362;6171 - SAN ISIDRO - BOYACA
7363;0 - SAN ISIDRO - CALDAS
7364;0 - SAN ISIDRO - CAQUETA
7365;0 - SAN ISIDRO - CAUCA
7366;11057 - SAN ISIDRO - CESAR
7367;0 - SAN ISIDRO - CHOCO
7368;0 - SAN ISIDRO - CORDOBA
7369;0 - SAN ISIDRO - CUNDINAMARCA
7370;18067 - SAN ISIDRO - HUILA
7371;0 - SAN ISIDRO - MAGDALENA
7372;20050 - SAN ISIDRO - META
7373;21118 - SAN ISIDRO - NARINO
7374;0 - SAN ISIDRO - NORTE DE SANTANDER
7375;0 - SAN ISIDRO - PUTUMAYO
7376;27234 - SAN ISIDRO - SANTANDER
7377;0 - SAN ISIDRO - SUCRE
7378;0 - SAN ISIDRO - VALLE DEL CAUCA
7379;0 - SAN ISIDRO BAJO - HUILA
7380;0 - SAN ISIDRO CHICHIMENTE - META
7381;0 - SAN ISIDRO RIO MIRA - NARINO
7382;0 - SAN J. GUADUA - CAUCA
7383;5183 - SAN JACINTO - BOLIVAR
7384;10104 - SAN JACINTO - CAUCA
7385;0 - SAN JACINTO - CESAR
7386;0 - SAN JACINTO - NARINO
7387;0 - SAN JACINTO - SUCRE
7388;0 - SAN JACINTO DEL CAUCA - BOLIVAR
7389;5054 - SAN JACINTO DEL CAUCA  - BOLIVAR
7390;0 - SAN JAVIER - BOLIVAR
7391;14118 - SAN JAVIER - CUNDINAMARCA
7392;0 - SAN JAVIER - NARINO
7393;2107 - SAN JERONIMO - ANTIOQUIA
7394;2180 - SAN JERONIMO - ANTIOQUIA
7395;0 - SAN JERONIMO - CALDAS
7396;0 - SAN JERONIMO - CHOCO
7397;0 - SAN JERONIMO - CORDOBA
7398;0 - SAN JERONIMO - NORTE DE SANTANDER
7399;29125 - SAN JERONIMO - TOLIMA
7400;0 - SAN JERONIMO-GOLERO - CORDOBA
7401;2205 - SAN JOAQUIN - ANTIOQUIA
7402;5112 - SAN JOAQUIN - BOLIVAR
7403;10105 - SAN JOAQUIN - CAUCA
7404;14119 - SAN JOAQUIN - CUNDINAMARCA
7405;0 - SAN JOAQUIN - HUILA
7406;27235 - SAN JOAQUIN - SANTANDER
7407;30161 - SAN JOAQUIN - VALLE DEL CAUCA
7408;0 - SAN JOAQUIN DE GARIBAY - CASANARE
7409;0 - SAN JORGE - CAQUETA
7410;0 - SAN JORGE - CUNDINAMARCA
7411;0 - SAN JORGE - SANTANDER
7412;0 - SAN JORGE - TOLIMA
7413;0 - SAN JORGE PALO ALTO - CUNDINAMARCA
7414;0 - SAN JORGE PALO BAJO - CUNDINAMARCA
7415;0 - SAN JOSE - AMAZONAS
7416;0 - SAN JOSE - ANTIOQUIA
7417;0 - SAN JOSE - BOLIVAR
7418;7066 - SAN JOSE - CALDAS
7419;8012 - SAN JOSE - CAQUETA
7420;0 - SAN JOSE - CASANARE
7421;19062 - SAN JOSE - CAUCA
7422;0 - SAN JOSE - CESAR
7423;0 - SAN JOSE - CHOCO
7424;0 - SAN JOSE - CORDOBA
7425;0 - SAN JOSE - MAGDALENA
7426;21119 - SAN JOSE - NARINO
7427;0 - SAN JOSE - NORTE DE SANTANDER
7428;0 - SAN JOSE - PUTUMAYO
7429;0 - SAN JOSE - SUCRE
7430;29126 - SAN JOSE - TOLIMA
7431;30162 - SAN JOSE - VALLE DEL CAUCA
7432;0 - SAN JOSE BUBUY - CASANARE
7433;21163 - SAN JOSE CALABAZAL - NARINO
7434;0 - SAN JOSE CALASTRABA - SUCRE
7435;0 - SAN JOSE DE ANCHICAYA - VALLE DEL CAUCA
7436;0 - SAN JOSE DE APARTADO - ANTIOQUIA
7437;0 - SAN JOSE DE AREVALO - SANTANDER
7438;0 - SAN JOSE DE ARIGUANI - MAGDALENA
7439;0 - SAN JOSE DE ARIPORO - CASANARE
7440;0 - SAN JOSE DE BALLESTERO - MAGDALENA
7441;0 - SAN JOSE DE BELEN - HUILA
7442;12048 - SAN JOSE DE BUEY (ALTO BUEY) - CHOCO
7443;0 - SAN JOSE DE CANALETE - CORDOBA
7444;0 - SAN JOSE DE CHILLANQUER - NARINO
7445;0 - SAN JOSE DE CHIMILA - MAGDALENA
7446;0 - SAN JOSE DE CHIQUITO - BOLIVAR
7447;0 - SAN JOSE DE COAPITAS - NARINO
7448;0 - SAN JOSE DE CORDOBA - NARINO
7449;22100 - SAN JOSE DE CUCUTA - NORTE DE SANTANDER
7450;0 - SAN JOSE DE HONDURAS - MAGDALENA
7451;0 - SAN JOSE DE ISNOS - HUILA
7452;0 - SAN JOSE DE KENNEDY (CAMPO KENNEDY) - MAGDALENA
7453;0 - SAN JOSE DE LA CALLE - CHOCO
7454;0 - SAN JOSE DE LA COLORADA - TOLIMA
7455;6172 - SAN JOSE DE LA FRAGUA - CAQUETA
7456;8018 - SAN JOSE DE LA FRAGUA - CAQUETA
7457;2108 - SAN JOSE DE LA MONTANA - ANTIOQUIA
7458;0 - SAN JOSE DE LA MONTANA - BOYACA
7459;0 - SAN JOSE DE LA MONTANA - NORTE DE SANTANDER
7460;0 - SAN JOSE DE LAS AMERICAS - CESAR
7461;5169 - SAN JOSE DE LAS MARTAS - BOLIVAR
7462;20045 - SAN JOSE DE LAS PALOMAS - META
7463;0 - SAN JOSE DE LATA - BOLIVAR
7464;0 - SAN JOSE DE LOS TRAPICHES - BOLIVAR
7465;27236 - SAN JOSE DE MIRANDA - SANTANDER
7466;27183 - SAN JOSE DE MOTOSO - SANTANDER
7467;0 - SAN JOSE DE MULATOS - ANTIOQUIA
7468;0 - SAN JOSE DE NAYA - VALLE DEL CAUCA
7469;0 - SAN JOSE DE NAZARETH - BOYACA
7470;32004 - SAN JOSE DE OCUNE - VICHADA
7471;11058 - SAN JOSE DE ORIENTE - CESAR
7472;6105 - SAN JOSE DE PARE - BOYACA
7473;28063 - SAN JOSE DE PILETA - SUCRE
7474;0 - SAN JOSE DE PREVENCION - MAGDALENA
7475;0 - SAN JOSE DE PULGARCITO (SAN JOSE DE MAGDALENA) - MAGDALENA
7476;0 - SAN JOSE DE PURRE - CHOCO
7477;0 - SAN JOSE DE QUERA - CHOCO
7478;0 - SAN JOSE DE RIECITO - HUILA
7479;0 - SAN JOSE DE RIVERA - SUCRE
7480;4047 - SAN JOSE DE SACO - ATLANTICO
7481;0 - SAN JOSE DE SAL - NARINO
7482;2134 - SAN JOSE DE URAMA (URAMAGRANDE) - ANTIOQUIA
7483;0 - SAN JOSE DE VIRO VIRO - CHOCO
7484;0 - SAN JOSE DE YURUMANGUI - VALLE DEL CAUCA
7485;22081 - SAN JOSE DEL AVILA - NORTE DE SANTANDER
7486;0 - SAN JOSE DEL CARMELO - ANTIOQUIA
7487;0 - SAN JOSE DEL CARRETAL - ATLANTICO
7488;17000 - SAN JOSE DEL GUAVIARE Dec.1165/76 - GUAVIARE
7489;0 - SAN JOSE DEL LLANO - NORTE DE SANTANDER
7490;0 - SAN JOSE DEL MANZANILLO - ANTIOQUIA
7491;0 - SAN JOSE DEL MORRO - CAUCA
7492;2109 - SAN JOSE DEL NUS - ANTIOQUIA
7493;0 - SAN JOSE DEL NUS (SAN JOSE DE NUESTRA SENORA) - ANTIOQUIA
7494;0 - SAN JOSE DEL ORIENTE - CESAR
7495;12022 - SAN JOSE DEL PALMAR - CHOCO
7496;0 - SAN JOSE DEL PENON (LAS PORQUERAS) - BOLIVAR
7497;5122 - SAN JOSE DEL PLAYON - BOLIVAR
7498;0 - SAN JOSE DEL PURGATORIO - MAGDALENA
7499;0 - SAN JOSE DEL TAPAJE - NARINO
7500;0 - SAN JOSE DEL TARRA - NORTE DE SANTANDER
7501;0 - SAN JOSE LAS HERMOSAS - TOLIMA
7502;27237 - SAN JOSE SUAITA - SANTANDER
7503;0 - SAN JUAN - BOGOTA
7504;0 - SAN JUAN - BOLIVAR
7505;0 - SAN JUAN - CALDAS
7506;10106 - SAN JUAN - CAUCA
7507;13085 - SAN JUAN - CORDOBA
7508;0 - SAN JUAN - CUNDINAMARCA
7509;0 - SAN JUAN - HUILA
7510;21120 - SAN JUAN - NARINO
7511;0 - SAN JUAN - QUINDIO
7512;0 - SAN JUAN - RISARALDA
7513;0 - SAN JUAN BOSCO - PUTUMAYO
7514;0 - SAN JUAN BOSCO - SANTANDER
7515;0 - SAN JUAN DE ANGANOY - NARINO
7516;20034 - SAN JUAN DE ARAMA - META
7517;0 - SAN JUAN DE ATACUARI - AMAZONAS
7518;28004 - SAN JUAN DE BETULIA - SUCRE
7519;0 - SAN JUAN DE CAROLINA - QUINDIO
7520;0 - SAN JUAN DE DIOS - NORTE DE SANTANDER
7521;0 - SAN JUAN DE LA CARRETERA - SANTANDER
7522;29127 - SAN JUAN DE LA CHINA - TOLIMA
7523;0 - SAN JUAN DE LA CRUZ - CORDOBA
7524;0 - SAN JUAN DE LA VERDE - SANTANDER
7525;0 - SAN JUAN DE LOZADA - CAQUETA
7526;7067 - SAN JUAN DE MARMATO - CALDAS
7527;0 - SAN JUAN DE MECHENQUE - CAUCA
7528;0 - SAN JUAN DE PALOS PRIETOS (LA MONTANA) - MAGDALENA
7529;21170 - SAN JUAN DE PASTO - NARINO
7530;0 - SAN JUAN DE RIO SECO - CUNDINAMARCA
7531;14120 - SAN JUAN DE RIOSECO - CUNDINAMARCA
7532;14188 - SAN JUAN DE SUMAPAZ - BOGOTA
7533;0 - SAN JUAN DE TOCAGUA - ATLANTICO
7534;2110 - SAN JUAN DE URABA - ANTIOQUIA
7535;0 - SAN JUAN DE VILLALOBOS - CAUCA
7536;16015 - SAN JUAN DEL CESAR - LA GUAJIRA
7537;0 - SAN JUAN DEL LOSADA - META
7538;0 - SAN JUAN DEL SOCO - AMAZONAS
7539;5055 - SAN JUAN NEPOMUCENO - BOLIVAR
7540;0 - SAN JUAN PALACIO - NARINO
7541;0 - SAN JUAN VIDES - PUTUMAYO
7542;0 - SAN JUANCITO - ANTIOQUIA
7543;0 - SAN JUANITO - CAUCA
7544;20029 - SAN JUANITO - META
7545;0 - SAN JULIAN - CALDAS
7546;0 - SAN LAZARO - ANTIOQUIA
7547;0 - SAN LOPE - ARAUCA
7548;0 - SAN LORENZO - ARAUCA
7549;0 - SAN LORENZO - BOLIVAR
7550;7068 - SAN LORENZO - CALDAS
7551;10107 - SAN LORENZO - CAUCA
7552;0 - SAN LORENZO - CHOCO
7553;0 - SAN LORENZO - CORDOBA
7554;0 - SAN LORENZO - CUNDINAMARCA
7555;20054 - SAN LORENZO - META
7556;21121 - SAN LORENZO - NARINO
7557;0 - SAN LORENZO - PUTUMAYO
7558;0 - SAN LORENZO - TOLIMA
7559;30211 - SAN LORENZO - VALLE DEL CAUCA
7560;0 - SAN LORENZO ABAJO - BOYACA
7561;0 - SAN LORENZO ARRIBA - BOYACA
7562;0 - SAN LUCAS - BOLIVAR
7563;0 - SAN LUCAS - GUAVIARE
7564;2111 - SAN LUIS - ANTIOQUIA
7565;5056 - SAN LUIS - BOLIVAR
7566;0 - SAN LUIS - CALDAS
7567;0 - SAN LUIS - CHOCO
7568;13092 - SAN LUIS - CORDOBA
7569;14197 - SAN LUIS - CUNDINAMARCA
7570;18068 - SAN LUIS - HUILA
7571;19063 - SAN LUIS - MAGDALENA
7572;0 - SAN LUIS - NARINO
7573;0 - SAN LUIS - SAN ANDRES Y PROVIDENCIA
7574;0 - SAN LUIS - SANTANDER
7575;28088 - SAN LUIS - SUCRE
7576;29128 - SAN LUIS - TOLIMA
7577;30163 - SAN LUIS - VALLE DEL CAUCA
7578;10088 - SAN LUIS (POTRERILLO) - CAUCA
7579;0 - SAN LUIS BELTRAN - ANTIOQUIA
7580;6106 - SAN LUIS DE GACENO - BOYACA
7581;0 - SAN LUIS DE LA FRONTERA - PUTUMAYO
7582;0 - SAN LUIS DE OCOA - META
7583;9013 - SAN LUIS DE PALENQUE - CASANARE
7584;0 - SAN LUIS ROBLES - NARINO
7585;0 - SAN LUISITO - NARINO
7586;0 - SAN MARCELINO - PUTUMAYO
7587;18069 - SAN MARCOS - HUILA
7588;21122 - SAN MARCOS - NARINO
7589;28064 - SAN MARCOS - SUCRE
7590;30164 - SAN MARCOS - VALLE DEL CAUCA
7591;0 - SAN MARCOS POBLADO - CUNDINAMARCA
7592;0 - SAN MARINO - CHOCO
7593;0 - SAN MARINO - RISARALDA
7594;0 - SAN MARTIN - BOLIVAR
7595;0 - SAN MARTIN - BOYACA
7596;8024 - SAN MARTIN - CAQUETA
7597;11059 - SAN MARTIN - CESAR
7598;0 - SAN MARTIN - CHOCO
7599;0 - SAN MARTIN - CUNDINAMARCA
7600;20030 - SAN MARTIN - META
7601;21174 - SAN MARTIN - NARINO
7602;0 - SAN MARTIN (EL PERRO) - CESAR
7603;0 - SAN MARTIN DE AMACAYACU - AMAZONAS
7604;5057 - SAN MARTIN DE LOBA - BOLIVAR
7605;0 - SAN MARTIN DE PURRE - CHOCO
7606;0 - SAN MATEO - BOLIVAR
7607;6107 - SAN MATEO - BOYACA
7608;0 - SAN MATEO - CORDOBA
7609;21123 - SAN MATEO - NARINO
7610;0 - SAN MATEO - SUCRE
7611;2197 - SAN MATIAS - ANTIOQUIA
7612;2166 - SAN MIGUEL - ANTIOQUIA
7613;0 - SAN MIGUEL - BOLIVAR
7614;10108 - SAN MIGUEL - CAUCA
7615;0 - SAN MIGUEL - CESAR
7616;0 - SAN MIGUEL - CHOCO
7617;0 - SAN MIGUEL - CORDOBA
7618;0 - SAN MIGUEL - CUNDINAMARCA
7619;0 - SAN MIGUEL - HUILA
7620;0 - SAN MIGUEL - META
7621;0 - SAN MIGUEL - NARINO
7622;0 - SAN MIGUEL - NORTE DE SANTANDER
7623;27238 - SAN MIGUEL - SANTANDER
7624;0 - SAN MIGUEL - SUCRE
7625;0 - SAN MIGUEL - TOLIMA
7626;23016 - SAN MIGUEL (LA DORADA) - PUTUMAYO
7627;0 - SAN MIGUEL BAUDOCITO - CHOCO
7628;0 - SAN MIGUEL CARIACO - NARINO
7629;0 - SAN MIGUEL DE BAUDO - CHOCO
7630;0 - SAN MIGUEL DE FARALLONES - CASANARE
7631;0 - SAN MIGUEL DE LA CASTELLANA - PUTUMAYO
7632;6108 - SAN MIGUEL DE SEMA - BOYACA
7633;0 - SAN MIGUEL DEL TIGRE - ANTIOQUIA
7634;0 - SAN MIGUEL EL SOCORRO - NARINO
7635;0 - SAN MIGUEL NAMBI - NARINO
7636;0 - SAN MIGUEL SANTAFE - NARINO
7637;0 - SAN MIGUEL SECTOR SUR - CUNDINAMARCA
7638;0 - SAN MIGUEL TELL - NARINO
7639;0 - SAN NICOLAS - ANTIOQUIA
7640;0 - SAN NICOLAS - BOLIVAR
7641;0 - SAN NICOLAS - CALDAS
7642;0 - SAN NICOLAS - CASANARE
7643;0 - SAN NICOLAS - CAUCA
7644;14121 - SAN NICOLAS - CUNDINAMARCA
7645;0 - SAN NICOLAS - META
7646;0 - SAN NICOLAS - SUCRE
7647;0 - SAN NICOLAS DE BARI - CORDOBA
7648;0 - SAN NICOLAS DEL RIO - ANTIOQUIA
7649;0 - SAN ONOFRE - BOYACA
7650;28065 - SAN ONOFRE - SUCRE
7651;2112 - SAN PABLO - ANTIOQUIA
7652;5058 - SAN PABLO - BOLIVAR
7653;0 - SAN PABLO - CESAR
7654;0 - SAN PABLO - CUNDINAMARCA
7655;21124 - SAN PABLO - NARINO
7656;22082 - SAN PABLO - NORTE DE SANTANDER
7657;27239 - SAN PABLO - SANTANDER
7658;29129 - SAN PABLO - TOLIMA
7659;0 - SAN PABLO ADENTRO - CHOCO
7660;6109 - SAN PABLO DE BORBUR - BOYACA
7661;0 - SAN PABLO DE LA TOLA - NARINO
7662;0 - SAN PASCUAL - ANTIOQUIA
7663;2113 - SAN PEDRO - ANTIOQUIA
7664;0 - SAN PEDRO - CALDAS
7665;0 - SAN PEDRO - CAQUETA
7666;10109 - SAN PEDRO - CAUCA
7667;13089 - SAN PEDRO - CORDOBA
7668;0 - SAN PEDRO - CUNDINAMARCA
7669;0 - SAN PEDRO - HUILA
7670;16055 - SAN PEDRO - LA GUAJIRA
7671;0 - SAN PEDRO - MAGDALENA
7672;0 - SAN PEDRO - NARINO
7673;0 - SAN PEDRO - NORTE DE SANTANDER
7674;0 - SAN PEDRO - PUTUMAYO
7675;0 - SAN PEDRO - SANTANDER
7676;28066 - SAN PEDRO - SUCRE
7677;29130 - SAN PEDRO - TOLIMA
7678;30165 - SAN PEDRO - VALLE DEL CAUCA
7679;5087 - SAN PEDRO CONSOLADO - BOLIVAR
7680;20048 - SAN PEDRO DE ARIMENA - META
7681;0 - SAN PEDRO DE ARROYO HONDO - CORDOBA
7682;14122 - SAN PEDRO DE CAPARRAPI - CUNDINAMARCA
7683;21022 - SAN PEDRO DE CARTAGO - NARINO
7684;21125 - SAN PEDRO DE CARTAGO  (CARTAGO) - NARINO
7685;0 - SAN PEDRO DE GUAJARAY - CUNDINAMARCA
7686;0 - SAN PEDRO DE IGUAQUE - BOYACA
7687;0 - SAN PEDRO DE LA PAZ - SANTANDER
7688;19064 - SAN PEDRO DE LA SIERRA - MAGDALENA
7689;2161 - SAN PEDRO DE LOS MILAGROS - ANTIOQUIA
7690;6075 - SAN PEDRO DE MUCENO - BOYACA
7691;0 - SAN PEDRO DE NAYA - CAUCA
7692;0 - SAN PEDRO DE TIGRA - SANTANDER
7693;2114 - SAN PEDRO DE URABA - ANTIOQUIA
7694;0 - SAN PEDRO DEL BOSQUE - CAUCA
7695;0 - SAN PEDRO DEL OPON - SANTANDER
7696;0 - SAN PEDRO DEL VINO - NARINO
7697;0 - SAN PEDRO FRIO - BOLIVAR
7698;0 - SAN PEDRO INGARA - CHOCO
7699;14203 - SAN PEDRO JAGUA - CUNDINAMARCA
7700;0 - SAN PEDRO NAYA - VALLE DEL CAUCA
7701;13063 - SAN PELAYO - CORDOBA
7702;0 - SAN PEREGRINO - CALDAS
7703;0 - SAN QUIRRE - CORDOBA
7704;2115 - SAN RAFAEL - ANTIOQUIA
7705;0 - SAN RAFAEL - ARAUCA
7706;0 - SAN RAFAEL - BOLIVAR
7707;0 - SAN RAFAEL - BOYACA
7708;7069 - SAN RAFAEL - CALDAS
7709;10110 - SAN RAFAEL - CAUCA
7710;0 - SAN RAFAEL - CORDOBA
7711;14196 - SAN RAFAEL - CUNDINAMARCA
7712;0 - SAN RAFAEL - HUILA
7713;19100 - SAN RAFAEL - MAGDALENA
7714;0 - SAN RAFAEL - NARINO
7715;27282 - SAN RAFAEL - SANTANDER
7716;0 - SAN RAFAEL - SUCRE
7717;29131 - SAN RAFAEL - TOLIMA
7718;30166 - SAN RAFAEL - VALLE DEL CAUCA
7719;0 - SAN RAFAEL ALTO - SUCRE
7720;0 - SAN RAFAEL DE BUENAVISTA - MAGDALENA
7721;27283 - SAN RAFAEL DE CHUCURI - SANTANDER
7722;5059 - SAN RAFAEL DE CORTINA - BOLIVAR
7723;0 - SAN RAFAEL DE LA CRUZ - BOLIVAR
7724;0 - SAN RAFAEL DE NEGUA - CHOCO
7725;0 - SAN RAFAEL DEL DOS - CHOCO
7726;27160 - SAN RAFAEL LEBRIJA - SANTANDER
7727;0 - SAN RAIMUNDO - CUNDINAMARCA
7728;0 - SAN RAMON - ARAUCA
7729;0 - SAN RAMON - CESAR
7730;0 - SAN RAMON ALTO - CUNDINAMARCA
7731;0 - SAN RAMON BAJO - CUNDINAMARCA
7732;2116 - SAN ROQUE - ANTIOQUIA
7733;11060 - SAN ROQUE - CESAR
7734;0 - SAN ROQUE - CHOCO
7735;0 - SAN ROQUE - CUNDINAMARCA
7736;0 - SAN ROQUE - HUILA
7737;0 - SAN ROQUE - MAGDALENA
7738;0 - SAN ROQUE - META
7739;0 - SAN ROQUE - NORTE DE SANTANDER
7740;0 - SAN ROQUE - PUTUMAYO
7741;0 - SAN ROQUE - SANTANDER
7742;28090 - SAN ROQUE - SUCRE
7743;30206 - SAN ROQUE - VALLE DEL CAUCA
7744;0 - SAN ROQUE (BUENAVISTA) - NARINO
7745;0 - SAN SALVADOR - ARAUCA
7746;0 - SAN SALVADOR - VALLE DEL CAUCA
7747;0 - SAN SEBASTIAN - AMAZONAS
7748;10111 - SAN SEBASTIAN - CAUCA
7749;11061 - SAN SEBASTIAN - CESAR
7750;13064 - SAN SEBASTIAN - CORDOBA
7751;0 - SAN SEBASTIAN - NARINO
7752;0 - SAN SEBASTIAN - NORTE DE SANTANDER
7753;0 - SAN SEBASTIAN DE BELALCAZAR - NARINO
7754;5092 - SAN SEBASTIAN DE BUENAVISTA - BOLIVAR
7755;19065 - SAN SEBASTIAN DE BUENAVISTA - MAGDALENA
7756;0 - SAN SEBASTIAN DEL BONGO - MAGDALENA
7757;0 - SAN TEODORO (LA PASCUA) - VICHADA
7758;0 - SAN VALENTIN - MAGDALENA
7759;2117 - SAN VICENTE - ANTIOQUIA
7760;3009 - SAN VICENTE - ARAUCA
7761;7076 - SAN VICENTE - CALDAS
7762;0 - SAN VICENTE - HUILA
7763;0 - SAN VICENTE - NARINO
7764;0 - SAN VICENTE - NORTE DE SANTANDER
7765;0 - SAN VICENTE - PUTUMAYO
7766;0 - SAN VICENTE - TOLIMA
7767;0 - SAN VICENTE - VALLE DEL CAUCA
7768;27240 - SAN VICENTE DE CHUCURI - SANTANDER
7769;0 - SAN VICENTE DE LUZON - PUTUMAYO
7770;8013 - SAN VICENTE DEL CAGUAN - CAQUETA
7771;19076 - SAN ZENON - MAGDALENA
7772;0 - SANABRIA - NARINO
7773;0 - SANAHUARE - BOLIVAR
7774;14123 - SANAME - CUNDINAMARCA
7775;0 - SANCENO - CHOCO
7776;0 - SANCHEZ - NARINO
7777;21127 - SANDONA - NARINO
7778;5171 - SANDOVAL - BOLIVAR
7779;0 - SANDOVALITO - BOLIVAR
7780;2200 - SANTA ANA - ANTIOQUIA
7781;5060 - SANTA ANA - BOLIVAR
